12:00 a;9.7;0
12:10 a;9.5;0
12:20 a;9.6;1.6
12:30 a;9.5;0
12:40 a;9.2;0
12:50 a;8.9;0
1:00 a;9.1;0
1:10 a;9.1;0
1:20 a;9.1;0
1:30 a;8.8;0
1:40 a;8.9;1.6
1:50 a;9;1.6
